time,rps
1696190884257,40
1696190885257,40
1696190886257,40
1696190887257,40
1696190888257,40
1696190889257,40
1696190890257,40
1696190891257,40
1696190892257,40
1696190893257,40
1696190894257,40
1696190895257,40
1696190896257,40
1696190897257,40
1696190898257,40
1696190899257,40
1696190900257,40
1696190901257,40
1696190902257,40
1696190903257,40
1696190904257,40
1696190905257,40
1696190906257,40
1696190907257,40
1696190908257,40
1696190909257,40
1696190910257,40
1696190911257,40
1696190912257,40
1696190913257,40
1696190914257,5
1696190915257,40
1696190916257,40
1696190917257,40
1696190918257,40
1696190919257,39
1696190920257,40
1696190921257,40
1696190922257,40
1696190923257,40
1696190924257,40
1696190925257,40
1696190926257,40
1696190927257,40
1696190928257,40
1696190929257,40
1696190930257,40
1696190931257,40
1696190932257,40
1696190933257,40
1696190934257,40
1696190935257,40
1696190936257,40
1696190937257,40
1696190938257,20
1696190939257,40
1696190940257,40
1696190941257,40
1696190942257,40
1696190943257,40
1696190944257,40
1696190945257,40
1696190946257,40
1696190947257,40
1696190948257,40
1696190949257,40
1696190950257,40
1696190951257,40
1696190952257,40
1696190953257,40
1696190954257,40
1696190955257,40
1696190956257,40
1696190957257,40
1696190958257,40
1696190959257,40
1696190960257,40
1696190961257,40
1696190962257,40
1696190963257,39
1696190964257,19
1696190965257,40
1696190966257,40
1696190967257,40
1696190968257,40
1696190969257,40
1696190970257,40
1696190971257,30
1696190972257,40
1696190973257,40
1696190974257,40
1696190975257,40
1696190976257,40
1696190977257,40
1696190978257,40
1696190979257,40
1696190980257,40
1696190981257,40
1696190982257,40
1696190983257,40
1696190984257,40
1696190985257,40
1696190986257,40
1696190987257,40
1696190988257,40
1696190989257,28
1696190990257,1
1696190991257,40
1696190992257,40
1696190993257,40
1696190994257,40
1696190995257,29
1696190996257,40
1696190997257,34
1696190998257,40
1696190999257,40
1696191000257,40
1696191001257,40
1696191002257,40
1696191003257,40
1696191004257,37
1696191005257,40
1696191006257,40
1696191007257,40
1696191008257,40
1696191009257,40
1696191010257,40
1696191011257,40
1696191012257,40
1696191013257,40
1696191014257,40
1696191015257,40
1696191016257,40
1696191017257,40
1696191018257,40
1696191019257,40
1696191020257,40
1696191021257,40
1696191022257,40
1696191023257,40
1696191024257,40
1696191025257,40
1696191026257,40
1696191027257,40
1696191028257,40
1696191029257,40
1696191030257,30
1696191031257,40
1696191032257,40
1696191033257,40
1696191034257,40
1696191035257,40
1696191036257,40
1696191037257,40
1696191038257,40
1696191039257,40
1696191040257,40
1696191041257,40
1696191042257,40
1696191043257,40
1696191044257,19
1696191045257,39
1696191046257,39
1696191047257,39
1696191048257,40
1696191049257,40
1696191050257,40
1696191051257,13
1696191052257,40
1696191053257,40
1696191054257,40
1696191055257,40
1696191056257,40
1696191057257,40
1696191058257,40
1696191059257,39
1696191060257,39
1696191061257,40
1696191062257,40
1696191063257,40
1696191064257,40
1696191065257,40
1696191066257,40
1696191067257,40
1696191068257,40
1696191069257,40
1696191070257,40
1696191071257,40
1696191072257,40
1696191073257,40
1696191074257,40
1696191075257,40
1696191076257,40
1696191077257,40
1696191078257,40
1696191079257,40
1696191080257,5
1696191081257,15
1696191082257,40
1696191083257,40
1696191084257,40
1696191085257,40
1696191086257,40
1696191087257,40
1696191088257,40
1696191089257,40
1696191090257,40
1696191091257,40
1696191092257,17
1696191093257,40
1696191094257,40
1696191095257,40
1696191096257,40
1696191097257,40
1696191098257,40
1696191099257,40
1696191100257,40
1696191101257,40
1696191102257,40
1696191103257,40
1696191104257,40
1696191105257,1
1696191106257,40
1696191107257,40
1696191108257,40
1696191109257,40
1696191110257,40
1696191111257,40
1696191112257,40
1696191113257,40
1696191114257,40
1696191115257,40
1696191116257,40
1696191117257,15
1696191118257,40
1696191119257,40
1696191120257,40
1696191121257,40
1696191122257,40
1696191123257,40
1696191124257,40
1696191125257,40
1696191126257,40
1696191127257,40
1696191128257,40
1696191129257,40
1696191130257,40
1696191131257,40
1696191132257,40
1696191133257,40
1696191134257,40
1696191135257,40
1696191136257,40
1696191137257,6
1696191138257,40
1696191139257,40
1696191140257,40
1696191141257,40
1696191142257,40
1696191143257,40
1696191144257,40
1696191145257,40
1696191146257,40
1696191147257,40
1696191148257,40
1696191149257,40
1696191150257,40
1696191151257,40
1696191152257,40
1696191153257,40
1696191154257,40
1696191155257,40
1696191156257,40
1696191157257,40
1696191158257,40
1696191159257,40
1696191160257,40
1696191161257,40
1696191162257,40
1696191163257,40
1696191164257,40
1696191165257,40
1696191166257,40
1696191167257,40
1696191168257,40
1696191169257,40
1696191170257,18
1696191171257,40
1696191172257,40
1696191173257,40
1696191174257,40
1696191175257,40
1696191176257,40
1696191177257,40
1696191178257,40
1696191179257,40
