time,rps
1696188352180,199.25
1696188353180,205.75
1696188354180,202.25
1696188355180,204.5
1696188356180,211.75
1696188357180,204.75
1696188358180,207
1696188359180,210
1696188360180,202.75
1696188361180,210.75
1696188362180,211.25
1696188363180,205.25
1696188364180,208.75
1696188365180,212
1696188366180,192
1696188367180,150.75
1696188368180,108.75
1696188369180,65.25
1696188370180,47
1696188371180,48.75
1696188372180,48
1696188373180,47.25
1696188374180,43.5
1696188375180,43
1696188376180,42.25
1696188377180,40.5
1696188378180,40.75
1696188379180,39.5
1696188380180,41
1696188381180,40.25
1696188382180,40.75
1696188383180,41.5
1696188384180,42.5
1696188385180,42.25
1696188386180,40.25
1696188387180,40.5
1696188388180,38
1696188389180,39.5
1696188390180,41.5
1696188391180,40.75
1696188392180,43.25
1696188393180,40.5
1696188394180,39.25
1696188395180,40.25
1696188396180,36.25
1696188397180,41
1696188398180,41
1696188399180,39.5
1696188400180,42.75
1696188401180,43.75
1696188402180,42.25
1696188403180,40.75
1696188404180,40.5
1696188405180,37.75
1696188406180,40.5
1696188407180,44.5
1696188408180,42.25
1696188409180,44.25
1696188410180,45.5
1696188411180,45
1696188412180,45.75
1696188413180,43.75
1696188414180,41.5
1696188415180,39.25
1696188416180,39.75
1696188417180,40
1696188418180,40
1696188419180,43.25
1696188420180,43.75
1696188421180,42.5
1696188422180,42.75
1696188423180,41
1696188424180,41
1696188425180,42.25
1696188426180,43
1696188427180,44.75
1696188428180,44.5
1696188429180,43
1696188430180,42
1696188431180,40.5
1696188432180,38.75
1696188433180,40
1696188434180,44.5
1696188435180,43
1696188436180,43.5
1696188437180,44
1696188438180,39.25
1696188439180,37.25
1696188440180,40.5
1696188441180,43
1696188442180,43
1696188443180,45.75
1696188444180,44.5
1696188445180,39.5
1696188446180,40.5
1696188447180,40
1696188448180,39.75
1696188449180,41
1696188450180,40.25
1696188451180,39.75
1696188452180,39
1696188453180,40
1696188454180,40.25
1696188455180,42
1696188456180,41.75
1696188457180,41
1696188458180,40.75
1696188459180,41.5
1696188460180,40.75
1696188461180,41
1696188462180,41.25
1696188463180,39
1696188464180,39.5
1696188465180,40.25
1696188466180,40.25
1696188467180,39.75
1696188468180,41
1696188469180,41.25
1696188470180,42.25
1696188471180,43
1696188472180,43.75
1696188473180,40.5
1696188474180,40.75
1696188475180,41
1696188476180,39.5
1696188477180,42
1696188478180,41.5
1696188479180,40.75
1696188480180,40
1696188481180,40.25
1696188482180,39.75
1696188483180,43.75
1696188484180,43.75
1696188485180,44.5
1696188486180,45
1696188487180,40.5
1696188488180,45
1696188489180,41.5
1696188490180,40.5
1696188491180,45
1696188492180,42.25
1696188493180,44.75
1696188494180,44.75
1696188495180,40.75
1696188496180,39
1696188497180,39.75
1696188498180,39
1696188499180,41.25
1696188500180,39.5
1696188501180,40.5
1696188502180,41.75
1696188503180,40.25
1696188504180,43.25
1696188505180,40.75
1696188506180,39.75
1696188507180,39.25
1696188508180,39.25
1696188509180,40.5
1696188510180,40.75
1696188511180,41.75
1696188512180,41.25
1696188513180,39.75
1696188514180,41
1696188515180,41
1696188516180,41.75
1696188517180,41.5
1696188518180,39.25
1696188519180,38.5
1696188520180,38
1696188521180,40.5
1696188522180,40.75
1696188523180,40.5
1696188524180,41.5
1696188525180,39
1696188526180,41.25
1696188527180,42.25
1696188528180,39.5
1696188529180,41
1696188530180,40.25
1696188531180,40.25
1696188532180,41.25
1696188533180,41
1696188534180,41
1696188535180,41.25
1696188536180,40
1696188537180,39
1696188538180,40.25
1696188539180,39
1696188540180,41.75
1696188541180,41.75
1696188542180,40.75
1696188543180,41
1696188544180,38.5
1696188545180,40.5
1696188546180,39.5
1696188547180,40.5
1696188548180,40.75
1696188549180,38.5
1696188550180,39.25
1696188551180,38.75
1696188552180,41
1696188553180,42.5
1696188554180,42.5
1696188555180,42.25
1696188556180,41.5
1696188557180,41.75
1696188558180,40.75
1696188559180,43.25
1696188560180,43
1696188561180,44
1696188562180,42
1696188563180,40.75
1696188564180,43
1696188565180,39.75
1696188566180,46
1696188567180,45.5
1696188568180,41.5
1696188569180,43.5
1696188570180,41.75
1696188571180,41.5
1696188572180,42
1696188573180,42.25
1696188574180,39.75
1696188575180,35
1696188576180,39.25
1696188577180,38
1696188578180,37.75
1696188579180,41.5
1696188580180,39
1696188581180,42.25
1696188582180,42.5
1696188583180,42.25
1696188584180,40.5
1696188585180,36.25
1696188586180,35.25
1696188587180,35.75
1696188588180,37.5
1696188589180,38.5
1696188590180,39
1696188591180,40.25
1696188592180,38.75
1696188593180,40.25
1696188594180,41
1696188595180,40.25
1696188596180,40.5
1696188597180,38.5
1696188598180,38.5
1696188599180,37.25
1696188600180,38.75
1696188601180,40.5
1696188602180,40.25
1696188603180,43
1696188604180,39.75
1696188605180,41
1696188606180,41.5
1696188607180,40.25
1696188608180,41.25
1696188609180,40.5
1696188610180,38.25
1696188611180,39
1696188612180,40.25
1696188613180,39.25
1696188614180,41
1696188615180,41.25
1696188616180,41.25
1696188617180,40.5
1696188618180,40.75
1696188619180,39.25
1696188620180,38.5
1696188621180,41.25
1696188622180,41.5
1696188623180,41.75
1696188624180,41.5
1696188625180,38.75
1696188626180,40
1696188627180,41.25
1696188628180,43.75
1696188629180,43.5
1696188630180,43.5
1696188631180,42.25
1696188632180,41.5
1696188633180,43.5
1696188634180,43.75
1696188635180,44
1696188636180,43.25
1696188637180,45
1696188638180,42.75
1696188639180,42
1696188640180,41.75
1696188641180,41.25
1696188642180,43
1696188643180,42.75
1696188644180,43.25
1696188645180,39.5
1696188646180,40
1696188647180,41
