time,rps
1696093056467,40
1696093057467,40
1696093058467,40
1696093059467,40
1696093060467,40
1696093061467,40
1696093062467,40
1696093063467,40
1696093064467,40
1696093065467,40
1696093066467,40
1696093067467,40
1696093068467,40
1696093069467,40
1696093070467,40
1696093071467,40
1696093072467,40
1696093073467,40
1696093074467,40
1696093075467,40
1696093076467,1
1696093077467,40
1696093078467,40
1696093079467,40
1696093080467,40
1696093081467,40
1696093082467,40
1696093083467,40
1696093084467,40
1696093085467,40
1696093086467,40
1696093087467,40
1696093088467,40
1696093089467,40
1696093090467,40
1696093091467,40
1696093092467,40
1696093093467,40
1696093094467,40
1696093095467,40
1696093096467,40
1696093097467,40
1696093098467,40
1696093099467,40
1696093100467,40
1696093101467,40
1696093102467,40
1696093103467,40
1696093104467,40
1696093105467,40
1696093106467,40
1696093107467,40
1696093108467,40
1696093109467,40
1696093110467,40
1696093111467,40
1696093112467,40
1696093113467,40
1696093114467,40
1696093115467,40
1696093116467,40
1696093117467,40
1696093118467,40
1696093119467,40
1696093120467,40
1696093121467,40
1696093122467,40
1696093123467,40
1696093124467,40
1696093125467,40
1696093126467,40
1696093127467,40
1696093128467,40
1696093129467,40
1696093130467,40
1696093131467,40
1696093132467,40
1696093133467,40
1696093134467,40
1696093135467,40
1696093136467,40
1696093137467,40
1696093138467,40
1696093139467,40
1696093140467,40
1696093141467,40
1696093142467,40
1696093143467,40
1696093144467,40
1696093145467,38
1696093146467,40
1696093147467,40
1696093148467,40
1696093149467,40
1696093150467,40
1696093151467,40
1696093152467,40
1696093153467,40
1696093154467,40
1696093155467,40
1696093156467,40
1696093157467,40
1696093158467,40
1696093159467,40
1696093160467,40
1696093161467,40
1696093162467,40
1696093163467,40
1696093164467,40
1696093165467,40
1696093166467,40
1696093167467,40
1696093168467,40
1696093169467,40
1696093170467,40
1696093171467,40
1696093172467,40
1696093173467,40
1696093174467,40
1696093175467,40
1696093176467,40
1696093177467,40
1696093178467,40
1696093179467,40
1696093180467,40
1696093181467,40
1696093182467,40
1696093183467,40
1696093184467,40
1696093185467,40
1696093186467,40
1696093187467,40
1696093188467,40
1696093189467,40
1696093190467,40
1696093191467,40
1696093192467,40
1696093193467,40
1696093194467,40
1696093195467,40
1696093196467,40
1696093197467,33
1696093198467,40
1696093199467,40
1696093200467,40
1696093201467,40
1696093202467,40
1696093203467,40
1696093204467,40
1696093205467,40
1696093206467,40
1696093207467,40
1696093208467,40
1696093209467,39
1696093210467,40
1696093211467,40
1696093212467,40
1696093213467,40
1696093214467,40
1696093215467,40
1696093216467,40
1696093217467,40
1696093218467,40
1696093219467,40
1696093220467,40
1696093221467,40
1696093222467,40
1696093223467,40
1696093224467,40
1696093225467,40
1696093226467,40
1696093227467,40
1696093228467,40
1696093229467,40
1696093230467,40
1696093231467,40
1696093232467,40
1696093233467,40
1696093234467,40
1696093235467,40
1696093236467,40
1696093237467,40
1696093238467,40
1696093239467,40
1696093240467,40
1696093241467,40
1696093242467,40
1696093243467,40
1696093244467,40
1696093245467,40
1696093246467,40
1696093247467,40
1696093248467,40
1696093249467,40
1696093250467,40
1696093251467,40
1696093252467,40
1696093253467,40
1696093254467,40
1696093255467,40
1696093256467,40
1696093257467,40
1696093258467,40
1696093259467,40
1696093260467,40
1696093261467,40
1696093262467,40
1696093263467,40
1696093264467,40
1696093265467,40
1696093266467,40
1696093267467,40
1696093268467,40
1696093269467,40
1696093270467,40
1696093271467,40
1696093272467,40
1696093273467,40
1696093274467,40
1696093275467,40
1696093276467,40
1696093277467,40
1696093278467,40
1696093279467,40
1696093280467,37
1696093281467,40
1696093282467,40
1696093283467,40
1696093284467,40
1696093285467,1
1696093286467,40
1696093287467,40
1696093288467,40
1696093289467,40
1696093290467,40
1696093291467,40
1696093292467,40
1696093293467,40
1696093294467,40
1696093295467,40
1696093296467,40
1696093297467,40
1696093298467,40
1696093299467,40
1696093300467,40
1696093301467,40
1696093302467,40
1696093303467,40
1696093304467,40
1696093305467,40
1696093306467,40
1696093307467,40
1696093308467,40
1696093309467,40
1696093310467,40
1696093311467,40
1696093312467,40
1696093313467,40
1696093314467,40
1696093315467,40
1696093316467,40
1696093317467,40
1696093318467,40
1696093319467,40
1696093320467,40
1696093321467,40
1696093322467,40
1696093323467,40
1696093324467,40
1696093325467,40
1696093326467,40
1696093327467,40
1696093328467,40
1696093329467,40
1696093330467,40
1696093331467,40
1696093332467,40
1696093333467,40
1696093334467,40
1696093335467,40
1696093336467,40
1696093337467,40
1696093338467,40
1696093339467,40
1696093340467,40
1696093341467,40
1696093342467,40
1696093343467,40
1696093344467,40
1696093345467,40
1696093346467,40
1696093347467,40
1696093348467,40
1696093349467,40
1696093350467,40
1696093351467,40
