time,rps
1696094093436,16.25
1696094094436,14.25
1696094095436,13.25
1696094096436,16.5
1696094097436,13
1696094098436,10.75
1696094099436,14.25
1696094100436,10.5
1696094101436,11.25
1696094102436,13.25
1696094103436,13.25
1696094104436,13.25
1696094105436,10.25
1696094106436,14.25
1696094107436,12
1696094108436,17.75
1696094109436,19.75
1696094110436,19
1696094111436,20.25
1696094112436,20.25
1696094113436,20.75
1696094114436,21.5
1696094115436,19.5
1696094116436,16.25
1696094117436,18
1696094118436,13
1696094119436,19.5
1696094120436,16.75
1696094121436,20
1696094122436,20.25
1696094123436,19.25
1696094124436,20.25
1696094125436,19.5
1696094126436,20
1696094127436,16.5
1696094128436,19.75
1696094129436,17.75
1696094130436,18.5
1696094131436,17.25
1696094132436,20.25
1696094133436,17.75
1696094134436,22.25
1696094135436,26
1696094136436,19.75
1696094137436,20.5
1696094138436,17.5
1696094139436,15
1696094140436,19.25
1696094141436,18
1696094142436,19.5
1696094143436,19
1696094144436,19.25
1696094145436,20.25
1696094146436,20.75
1696094147436,20.25
1696094148436,20.5
1696094149436,20
1696094150436,17
1696094151436,18
1696094152436,13
1696094153436,16
1696094154436,15.75
1696094155436,15.25
1696094156436,16
1696094157436,14.5
1696094158436,15.75
1696094159436,15.5
1696094160436,14.25
1696094161436,17.5
1696094162436,15.25
1696094163436,18.5
1696094164436,18.75
1696094165436,13
1696094166436,16.5
1696094167436,13.75
1696094168436,17.5
1696094169436,20
1696094170436,17
1696094171436,20
1696094172436,20.25
1696094173436,19
1696094174436,17
1696094175436,20
1696094176436,18.75
1696094177436,21.25
1696094178436,21.75
1696094179436,19.25
1696094180436,16.75
1696094181436,19.25
1696094182436,21.25
1696094183436,19.25
1696094184436,19.25
1696094185436,15.25
1696094186436,17.25
1696094187436,12.5
1696094188436,18.25
1696094189436,16.75
1696094190436,18.75
1696094191436,20.25
1696094192436,19
1696094193436,18.75
1696094194436,14.5
1696094195436,17.25
1696094196436,12.75
1696094197436,12.75
1696094198436,16.25
1696094199436,13.25
1696094200436,16
1696094201436,18.25
1696094202436,15
1696094203436,17.25
1696094204436,14.75
1696094205436,17
1696094206436,16.25
1696094207436,15.25
1696094208436,19
1696094209436,14.25
1696094210436,17.5
1696094211436,18
1696094212436,16
1696094213436,17.25
1696094214436,13.75
1696094215436,18.5
1696094216436,16
1696094217436,20.25
1696094218436,19.75
1696094219436,15.5
1696094220436,19.5
1696094221436,15.25
1696094222436,19.25
1696094223436,19.25
1696094224436,19
1696094225436,18
1696094226436,19.25
1696094227436,17.75
1696094228436,20
1696094229436,20.25
1696094230436,19.75
1696094231436,20
1696094232436,18.25
1696094233436,20.25
1696094234436,16.75
1696094235436,18
1696094236436,14.5
1696094237436,17
1696094238436,15.5
1696094239436,12.5
1696094240436,17.75
1696094241436,13.25
1696094242436,16.75
1696094243436,20.25
1696094244436,15.5
1696094245436,19.25
1696094246436,17
1696094247436,18.5
1696094248436,17.25
1696094249436,19
1696094250436,18
1696094251436,19.5
1696094252436,20.25
1696094253436,17.75
1696094254436,20.25
1696094255436,19.5
1696094256436,20
1696094257436,18.75
1696094258436,18.75
1696094259436,13.5
1696094260436,17.75
1696094261436,16.5
1696094262436,19.5
1696094263436,19
1696094264436,16.25
1696094265436,20.25
1696094266436,18
1696094267436,20.75
1696094268436,20.25
1696094269436,18.25
1696094270436,14.5
1696094271436,18
1696094272436,16.5
1696094273436,15
1696094274436,19.25
1696094275436,15.5
1696094276436,18.5
1696094277436,17.5
1696094278436,17.25
1696094279436,17.75
1696094280436,16.75
1696094281436,18
1696094282436,14.25
1696094283436,18.75
1696094284436,18
1696094285436,19
1696094286436,19.5
1696094287436,14.25
1696094288436,16
1696094289436,13.5
1696094290436,19.25
1696094291436,17.75
1696094292436,20.75
1696094293436,20.25
1696094294436,19.25
1696094295436,20
1696094296436,16.5
1696094297436,19
1696094298436,13.75
1696094299436,18.75
1696094300436,15.5
1696094301436,16.75
1696094302436,18.5
1696094303436,14.5
1696094304436,18.25
1696094305436,15
1696094306436,17.75
1696094307436,17
1696094308436,17.25
1696094309436,16.75
1696094310436,13
1696094311436,17
1696094312436,15
1696094313436,21.5
1696094314436,20.75
1696094315436,22.25
1696094316436,23.25
1696094317436,21.5
1696094318436,23
1696094319436,19
1696094320436,17.25
1696094321436,17
1696094322436,16.75
1696094323436,18.75
1696094324436,20.25
1696094325436,18.75
1696094326436,19.75
1696094327436,17.25
1696094328436,18.25
1696094329436,15.75
1696094330436,19.25
1696094331436,17.25
1696094332436,18.5
1696094333436,19.25
1696094334436,12.25
1696094335436,18
1696094336436,14
1696094337436,18.25
1696094338436,20.25
1696094339436,19.25
1696094340436,19.5
1696094341436,16
1696094342436,18.75
1696094343436,13.75
1696094344436,17.75
1696094345436,17.5
1696094346436,16.75
1696094347436,20.25
1696094348436,20.5
1696094349436,20
1696094350436,19.75
1696094351436,20.25
1696094352436,15.5
1696094353436,19.5
1696094354436,18.75
1696094355436,19.5
1696094356436,21.5
1696094357436,19.75
1696094358436,20.5
1696094359436,19
1696094360436,16.5
1696094361436,18
1696094362436,16.25
1696094363436,14.25
1696094364436,18.75
1696094365436,15.5
1696094366436,21
1696094367436,23.75
1696094368436,21.75
1696094369436,23.75
1696094370436,17.5
1696094371436,14.75
1696094372436,18
1696094373436,15
1696094374436,17
1696094375436,16.75
1696094376436,11.25
1696094377436,10.25
1696094378436,10
1696094379436,11
1696094380436,11.25
1696094381436,14
1696094382436,15.25
1696094383436,13.75
1696094384436,16.25
1696094385436,16.25
1696094386436,15.75
1696094387436,18
1696094388436,14.25
1696094389436,15
1696094390436,12.75
