time,rps
1696095483400,0
1696095484400,0
1696095485400,0
1696095486400,0
1696095487400,0
1696095488400,0
1696095489400,0
1696095490400,0
1696095491400,0
1696095492400,0
1696095493400,0
1696095494400,0
1696095495400,0
1696095496400,0
1696095497400,0
1696095498400,10
1696095499400,10.25
1696095500400,10.25
1696095501400,10.25
1696095502400,0.25
1696095503400,0
1696095504400,0
1696095505400,0
1696095506400,0
1696095507400,0
1696095508400,0
1696095509400,0
1696095510400,0
1696095511400,0
1696095512400,0
1696095513400,0
1696095514400,0
1696095515400,0
1696095516400,0
1696095517400,0
1696095518400,10
1696095519400,10
1696095520400,10
1696095521400,10
1696095522400,0
1696095523400,0
1696095524400,0
1696095525400,0
1696095526400,0
1696095527400,0
1696095528400,0
1696095529400,0
1696095530400,0
1696095531400,0
1696095532400,0
1696095533400,0
1696095534400,0
1696095535400,0
1696095536400,0
1696095537400,10
1696095538400,10.25
1696095539400,10.25
1696095540400,10.25
1696095541400,0.25
1696095542400,0
1696095543400,0
1696095544400,0
1696095545400,0
1696095546400,0
1696095547400,0
1696095548400,0
1696095549400,0
1696095550400,0
1696095551400,0
1696095552400,0
1696095553400,0
1696095554400,0
1696095555400,0.25
1696095556400,5.5
1696095557400,10
1696095558400,10
1696095559400,9.75
1696095560400,4.5
1696095561400,0
1696095562400,0
1696095563400,0
1696095564400,0
1696095565400,0
1696095566400,0
1696095567400,0
1696095568400,0
1696095569400,0
1696095570400,0
1696095571400,0
1696095572400,0
1696095573400,0
1696095574400,0
1696095575400,0
1696095576400,10
1696095577400,10.25
1696095578400,10.25
1696095579400,10.25
1696095580400,0.25
1696095581400,0
1696095582400,0
1696095583400,0
1696095584400,0
1696095585400,0
1696095586400,0
1696095587400,0
1696095588400,0
1696095589400,0
1696095590400,1
1696095591400,1
1696095592400,1
1696095593400,1.5
1696095594400,0.5
1696095595400,2.75
1696095596400,3.75
1696095597400,4
1696095598400,5
1696095599400,3
1696095600400,2.75
1696095601400,2.5
1696095602400,1.75
1696095603400,1.75
1696095604400,1
1696095605400,0.5
1696095606400,0.25
1696095607400,0.25
1696095608400,0.25
1696095609400,0.5
1696095610400,0.75
1696095611400,0.5
1696095612400,0.5
1696095613400,1
1696095614400,0.75
1696095615400,0.75
1696095616400,0.75
1696095617400,0
1696095618400,0
1696095619400,0
1696095620400,0
1696095621400,0
1696095622400,0
1696095623400,0
1696095624400,0
1696095625400,0
1696095626400,0
1696095627400,0
1696095628400,0
1696095629400,0
1696095630400,0
1696095631400,0
1696095632400,0
1696095633400,10
1696095634400,10.25
1696095635400,10.25
1696095636400,10.25
1696095637400,0.25
1696095638400,0
1696095639400,0
1696095640400,0
1696095641400,0
1696095642400,0
1696095643400,0
1696095644400,0
1696095645400,0
1696095646400,0
1696095647400,0.25
1696095648400,0.5
1696095649400,0.75
1696095650400,2
1696095651400,2.5
1696095652400,3.5
1696095653400,4.5
1696095654400,4.25
1696095655400,4.25
1696095656400,3.5
1696095657400,2.5
1696095658400,2.5
1696095659400,2
1696095660400,1.75
1696095661400,1.5
1696095662400,0.75
1696095663400,0.5
1696095664400,0.75
1696095665400,0.75
1696095666400,0.5
1696095667400,0.5
1696095668400,0
1696095669400,0
1696095670400,0
1696095671400,0
1696095672400,0
1696095673400,0
1696095674400,0
1696095675400,0
1696095676400,0
1696095677400,0
1696095678400,0
1696095679400,0
1696095680400,0
1696095681400,0
1696095682400,0
1696095683400,0
1696095684400,10
1696095685400,10.25
1696095686400,10.25
1696095687400,10.25
1696095688400,0.25
1696095689400,0
1696095690400,0
1696095691400,0
1696095692400,0
1696095693400,0
1696095694400,0
1696095695400,0
1696095696400,0
1696095697400,0
1696095698400,0
1696095699400,0
1696095700400,0
1696095701400,1
1696095702400,1.25
1696095703400,4.5
1696095704400,6.25
1696095705400,6
1696095706400,6.25
1696095707400,3
1696095708400,1.75
1696095709400,1.5
1696095710400,1.5
1696095711400,1.5
1696095712400,1
1696095713400,0.5
1696095714400,0.25
1696095715400,0.25
1696095716400,1
1696095717400,1
1696095718400,0.75
1696095719400,0.75
1696095720400,0
1696095721400,0
1696095722400,0
1696095723400,0
1696095724400,0
1696095725400,0
1696095726400,0
1696095727400,0
1696095728400,0
1696095729400,0
1696095730400,0
1696095731400,0
1696095732400,0
1696095733400,0
1696095734400,0
1696095735400,0
1696095736400,10
1696095737400,10.25
1696095738400,10.25
1696095739400,10.25
1696095740400,0.25
1696095741400,0
1696095742400,0
1696095743400,0
1696095744400,0
1696095745400,0
1696095746400,0
1696095747400,0
1696095748400,0
1696095749400,0
1696095750400,0
1696095751400,0
1696095752400,1.25
1696095753400,2
1696095754400,3.25
1696095755400,3.75
1696095756400,3.75
1696095757400,4
1696095758400,3.75
1696095759400,4
1696095760400,3.5
1696095761400,2.75
1696095762400,2.25
1696095763400,1.75
1696095764400,1
1696095765400,0.75
1696095766400,0.25
1696095767400,0.25
1696095768400,0.25
1696095769400,0.25
1696095770400,0.25
1696095771400,0.25
1696095772400,0.25
1696095773400,0.25
1696095774400,0.25
1696095775400,0
1696095776400,0
1696095777400,0
1696095778400,0
1696095779400,0
1696095780400,0
1696095781400,0
1696095782400,0
1696095783400,0
1696095784400,0
1696095785400,0
1696095786400,0
1696095787400,0
1696095788400,0
1696095789400,0
1696095790400,10
1696095791400,10.25
1696095792400,10.25
1696095793400,10.25
1696095794400,0.25
1696095795400,0
1696095796400,0
1696095797400,0
1696095798400,0
1696095799400,0
1696095800400,0
1696095801400,0
1696095802400,0
1696095803400,0
1696095804400,0
1696095805400,0.25
1696095806400,0.5
1696095807400,1.75
1696095808400,2.75
1696095809400,3.25
1696095810400,4.25
1696095811400,4.25
1696095812400,4.25
1696095813400,4.25
1696095814400,3.5
1696095815400,2.25
1696095816400,1.5
1696095817400,0.75
1696095818400,0.25
1696095819400,0.25
1696095820400,0.25
1696095821400,0.25
1696095822400,0.5
1696095823400,1.25
1696095824400,1
