time,rps
1696091649800,19.000549999999997
1696091650800,15.5
1696091651800,19.5
1696091652800,20.25
1696091653800,17
1696091654800,16
1696091655800,20.25
1696091656800,20.25
1696091657800,17
1696091658800,19.75
1696091659800,10.75
1696091660800,20.25
1696091661800,16.75
1696091662800,19
1696091663800,20.25
1696091664800,14.25
1696091665800,19.75
1696091666800,12
1696091667800,17.25
1696091668800,15.75
1696091669800,10.5
1696091670800,19.25
1696091671800,13.25
1696091672800,10.75
1696091673800,20.25
1696091674800,20
1696091675800,20.25
