time,rps
1696093402460,105.75
1696093403460,105
1696093404460,102.5
1696093405460,106.25
1696093406460,108
1696093407460,109.75
1696093408460,113.5
1696093409460,107
1696093410460,103
1696093411460,104.75
1696093412460,95
1696093413460,101.5
1696093414460,102.25
1696093415460,97.75
1696093416460,106.5
1696093417460,101.25
1696093418460,102.75
1696093419460,104
1696093420460,103.75
1696093421460,106.5
1696093422460,108.75
1696093423460,111.25
1696093424460,114.5
1696093425460,97
1696093426460,77.5
1696093427460,57.75
1696093428460,31.75
1696093429460,31
1696093430460,31
1696093431460,31.25
1696093432460,34
1696093433460,31.75
1696093434460,30.25
1696093435460,30.25
1696093436460,29.5
1696093437460,34.25
1696093438460,36.25
1696093439460,35.5
1696093440460,36.5
1696093441460,33.25
1696093442460,32.25
1696093443460,32.25
1696093444460,31.5
1696093445460,31.75
1696093446460,30.5
1696093447460,30
1696093448460,37.25
1696093449460,34.5
1696093450460,34.25
1696093451460,36.5
1696093452460,31.75
1696093453460,32.5
1696093454460,36.25
1696093455460,34.75
1696093456460,34.25
1696093457460,34.75
1696093458460,32.5
1696093459460,30.5
1696093460460,28.5
1696093461460,33
1696093462460,32
1696093463460,34.25
1696093464460,36.5
1696093465460,33.5
1696093466460,34.5
1696093467460,32
1696093468460,35.25
1696093469460,35.25
1696093470460,37
1696093471460,40.25
1696093472460,38
1696093473460,39.25
1696093474460,37
1696093475460,38.5
1696093476460,36.75
1696093477460,36
1696093478460,37.25
1696093479460,35.75
1696093480460,34.5
1696093481460,34
1696093482460,34
1696093483460,34.75
1696093484460,37.75
1696093485460,36.5
1696093486460,36.5
1696093487460,35.5
1696093488460,36
1696093489460,36
1696093490460,35.75
1696093491460,37.25
1696093492460,34.75
1696093493460,35.5
1696093494460,32.5
1696093495460,29.25
1696093496460,30.5
1696093497460,33
1696093498460,36
1696093499460,36.75
1696093500460,34.5
1696093501460,31
1696093502460,31
1696093503460,31
1696093504460,30.25
1696093505460,32.5
1696093506460,36.25
1696093507460,35.25
1696093508460,39.25
1696093509460,39
1696093510460,33.75
1696093511460,34.25
1696093512460,31
1696093513460,31.75
1696093514460,33.75
1696093515460,35
1696093516460,37.75
1696093517460,35.75
1696093518460,31
1696093519460,30
1696093520460,31
1696093521460,34
1696093522460,39.25
1696093523460,38.75
1696093524460,34.75
1696093525460,36.75
1696093526460,31.75
1696093527460,32.5
1696093528460,35.75
1696093529460,31.5
1696093530460,35
1696093531460,36.25
1696093532460,35.25
1696093533460,34
1696093534460,34
1696093535460,34.25
1696093536460,32.5
1696093537460,33.25
1696093538460,35
1696093539460,32.75
1696093540460,36
1696093541460,36.25
1696093542460,33.75
1696093543460,35.75
1696093544460,31
1696093545460,32
1696093546460,34.25
1696093547460,34.25
1696093548460,38
1696093549460,32.5
1696093550460,35.25
1696093551460,30.75
1696093552460,30.5
1696093553460,37
1696093554460,34.5
1696093555460,39.75
1696093556460,39.25
1696093557460,38.5
1696093558460,36
1696093559460,34.25
1696093560460,32.75
1696093561460,31.75
1696093562460,33.75
1696093563460,35
1696093564460,38
1696093565460,37
1696093566460,39.75
1696093567460,36.75
1696093568460,35.5
1696093569460,33.75
1696093570460,30.5
1696093571460,32
1696093572460,31.5
1696093573460,31
1696093574460,30.75
1696093575460,29
1696093576460,26.75
1696093577460,30.25
1696093578460,28.25
1696093579460,30
1696093580460,35
1696093581460,31.75
1696093582460,35
1696093583460,36.75
1696093584460,35.75
1696093585460,38.5
1696093586460,37.5
1696093587460,36.25
1696093588460,38
1696093589460,39
1696093590460,37.75
1696093591460,35.75
1696093592460,31.25
1696093593460,30.25
1696093594460,30.5
1696093595460,29.25
1696093596460,31.75
1696093597460,32.75
1696093598460,32.75
1696093599460,35.75
1696093600460,33
1696093601460,34.25
1696093602460,33.75
1696093603460,33.75
1696093604460,38
1696093605460,35.75
1696093606460,37.75
1696093607460,39.25
1696093608460,38.25
1696093609460,40
1696093610460,39.75
1696093611460,38.75
1696093612460,36.25
1696093613460,33
1696093614460,33.75
1696093615460,35.75
1696093616460,37.75
1696093617460,39.75
1696093618460,37
1696093619460,32.5
1696093620460,34.75
1696093621460,31
1696093622460,31.5
1696093623460,35.25
1696093624460,33.25
1696093625460,35.75
1696093626460,33
1696093627460,31
1696093628460,31.25
1696093629460,31.75
1696093630460,34.75
1696093631460,31.75
1696093632460,31.25
1696093633460,32.25
1696093634460,33.25
1696093635460,37.25
1696093636460,37.75
1696093637460,34
1696093638460,35.25
1696093639460,38.25
1696093640460,33.75
1696093641460,37.75
1696093642460,36.75
1696093643460,32
1696093644460,38
1696093645460,37
1696093646460,34.5
1696093647460,34.25
1696093648460,31
1696093649460,31.25
1696093650460,31.25
1696093651460,32.5
1696093652460,31
1696093653460,31.25
1696093654460,33.75
1696093655460,35
1696093656460,36.75
1696093657460,36.75
1696093658460,40.5
1696093659460,42.25
1696093660460,42.5
1696093661460,43.75
1696093662460,37.75
1696093663460,37.75
1696093664460,37.5
1696093665460,37.75
1696093666460,38
1696093667460,37
1696093668460,36
1696093669460,33.5
1696093670460,33.25
1696093671460,32
1696093672460,33.75
1696093673460,32.5
1696093674460,34
1696093675460,33.25
1696093676460,29.75
1696093677460,30.75
1696093678460,30.25
1696093679460,31
1696093680460,33.75
1696093681460,34
1696093682460,36
1696093683460,32.5
1696093684460,34.5
1696093685460,37
1696093686460,37
1696093687460,39
1696093688460,38.75
1696093689460,40
1696093690460,38
1696093691460,39.25
1696093692460,35.75
1696093693460,31.25
1696093694460,36
1696093695460,32.75
1696093696460,35.75
