time,rps
1696091492947,9.9548
1696091493947,18
1696091494947,11.25
1696091495947,20.25
1696091496947,20.25
1696091497947,20.5
1696091498947,20.25
1696091499947,19.75
1696091500947,20.25
1696091501947,12.75
1696091502947,20.25
1696091503947,18.25
1696091504947,20.25
1696091505947,18.5
1696091506947,19
1696091507947,12.5
1696091508947,19.75
1696091509947,20.25
1696091510947,16
1696091511947,19.5
1696091512947,10.5
1696091513947,17.25
1696091514947,15.75
1696091515947,11
1696091516947,20
1696091517947,13
1696091518947,20.25
1696091519947,20.25
1696091520947,17.5
