time,rps
1696093747461,58.75
1696093748461,70
1696093749461,81.75
1696093750461,102.75
1696093751461,91.5
1696093752461,93.75
1696093753461,97.5
1696093754461,91.5
1696093755461,94
1696093756461,99
1696093757461,102.5
1696093758461,102
1696093759461,108.5
1696093760461,103.5
1696093761461,101.75
1696093762461,98.25
1696093763461,101.5
1696093764461,108
1696093765461,100.75
1696093766461,103
1696093767461,101.75
1696093768461,94
1696093769461,91.25
1696093770461,90.25
1696093771461,79.5
1696093772461,71.5
1696093773461,83.5
1696093774461,88.5
1696093775461,85
1696093776461,90
1696093777461,89.5
1696093778461,86
1696093779461,98.75
1696093780461,108
1696093781461,92.75
1696093782461,94
1696093783461,92.75
1696093784461,92.5
1696093785461,101.25
1696093786461,106.5
1696093787461,102.25
1696093788461,103.25
1696093789461,101.75
1696093790461,92.75
1696093791461,99
1696093792461,92.25
1696093793461,101.5
1696093794461,111.75
1696093795461,112.5
1696093796461,111.25
1696093797461,107.25
1696093798461,99.75
1696093799461,92
1696093800461,91
1696093801461,98.25
1696093802461,100.5
1696093803461,108.25
1696093804461,111.5
1696093805461,105
1696093806461,110
1696093807461,112
1696093808461,109.5
1696093809461,104
1696093810461,103.25
1696093811461,94
1696093812461,99.5
1696093813461,101
1696093814461,90.75
1696093815461,90.5
1696093816461,92.25
1696093817461,89.25
1696093818461,90
1696093819461,87.5
1696093820461,81.25
1696093821461,82
1696093822461,81.75
1696093823461,81.75
1696093824461,79.25
1696093825461,78
1696093826461,83.25
1696093827461,89.5
1696093828461,93.25
1696093829461,85
1696093830461,87.75
1696093831461,86
1696093832461,83
1696093833461,100.25
1696093834461,92.25
1696093835461,92.5
1696093836461,95.25
1696093837461,89.75
1696093838461,90.25
1696093839461,86
1696093840461,84.25
1696093841461,74.75
1696093842461,83
1696093843461,84.75
1696093844461,82
1696093845461,85.25
1696093846461,80.25
1696093847461,77.25
1696093848461,82.25
1696093849461,94.75
1696093850461,97.75
1696093851461,92.25
1696093852461,97.5
1696093853461,89.75
1696093854461,94.5
1696093855461,100.75
1696093856461,92.5
1696093857461,90.75
1696093858461,81.25
1696093859461,83.25
1696093860461,83.75
1696093861461,91
1696093862461,98.25
1696093863461,91
1696093864461,100
1696093865461,92.75
1696093866461,85.75
1696093867461,100
1696093868461,88.25
1696093869461,89.5
1696093870461,89.75
1696093871461,81.5
1696093872461,80.75
1696093873461,75.25
1696093874461,69.25
1696093875461,72
1696093876461,71.25
1696093877461,78.75
1696093878461,91
1696093879461,91.5
1696093880461,104.5
1696093881461,101.5
1696093882461,103.75
1696093883461,110.5
1696093884461,95.75
1696093885461,98.25
1696093886461,92
1696093887461,91.25
1696093888461,96.5
1696093889461,92.75
1696093890461,88.25
1696093891461,61.75
1696093892461,56.75
1696093893461,59.5
1696093894461,54
1696093895461,65.5
1696093896461,64
1696093897461,62.5
1696093898461,66.75
1696093899461,74.25
1696093900461,78
1696093901461,79.75
1696093902461,84.5
1696093903461,92
1696093904461,103.75
1696093905461,102.25
1696093906461,99
1696093907461,88.75
1696093908461,82.75
1696093909461,93.5
1696093910461,93.75
1696093911461,103.25
1696093912461,99
1696093913461,87.75
1696093914461,88.75
1696093915461,82.5
1696093916461,92.5
1696093917461,93.25
1696093918461,92.25
1696093919461,94.75
1696093920461,90.25
1696093921461,88.25
1696093922461,92
1696093923461,87.25
1696093924461,74
1696093925461,82.5
1696093926461,80.5
1696093927461,87.25
1696093928461,90
1696093929461,82.5
1696093930461,89.25
1696093931461,81
1696093932461,80.5
1696093933461,69.5
1696093934461,50.5
1696093935461,42.25
1696093936461,37.5
1696093937461,39
1696093938461,36.25
1696093939461,39
1696093940461,39
1696093941461,38
1696093942461,43.5
1696093943461,40.25
1696093944461,42.5
1696093945461,41.5
1696093946461,41
1696093947461,41.5
1696093948461,39
1696093949461,39.25
1696093950461,38.25
1696093951461,37
1696093952461,40
1696093953461,41
1696093954461,42
1696093955461,40
1696093956461,35.5
1696093957461,35.5
1696093958461,33.5
1696093959461,37
1696093960461,39.75
1696093961461,39.25
1696093962461,39.75
1696093963461,38
1696093964461,38
1696093965461,38.75
1696093966461,37.5
1696093967461,41.5
1696093968461,37.75
1696093969461,33.5
1696093970461,34.75
1696093971461,30.25
1696093972461,32.5
1696093973461,36
1696093974461,36.25
1696093975461,35.75
1696093976461,34.25
1696093977461,33.25
1696093978461,33.75
1696093979461,36.5
1696093980461,40
1696093981461,41
1696093982461,40.25
1696093983461,40.5
1696093984461,40.5
1696093985461,40.75
1696093986461,40.5
1696093987461,39
1696093988461,37.5
1696093989461,38
1696093990461,37.75
1696093991461,38.5
1696093992461,37.75
1696093993461,37.75
1696093994461,38.25
1696093995461,40.5
1696093996461,40.5
1696093997461,36.5
1696093998461,36.25
1696093999461,32.75
1696094000461,35.5
1696094001461,39.5
1696094002461,38.75
1696094003461,39.25
1696094004461,39
1696094005461,38.75
1696094006461,38
1696094007461,39.5
1696094008461,37.25
1696094009461,38.25
1696094010461,38.25
1696094011461,37
1696094012461,40.5
1696094013461,37.25
1696094014461,42.75
1696094015461,40
1696094016461,38
1696094017461,37.75
1696094018461,34.25
1696094019461,35.75
1696094020461,37.25
1696094021461,39.75
1696094022461,40
1696094023461,42.5
1696094024461,42
1696094025461,42.25
1696094026461,41.75
1696094027461,42
1696094028461,44.25
1696094029461,40.25
1696094030461,40.5
1696094031461,43.75
1696094032461,39.25
1696094033461,42.5
1696094034461,46.5
1696094035461,43.25
1696094036461,45.75
1696094037461,46.5
1696094038461,43
1696094039461,41.5
1696094040461,40.75
1696094041461,41.75
1696094042461,42.25
