time,rps
1696094441232,1
1696094442232,33
1696094443232,40
1696094444232,10
1696094445232,1
1696094446232,1
1696094447232,18
1696094448232,1
1696094449232,31
1696094450232,1
1696094451232,1
1696094452232,23
1696094453232,1
1696094454232,1
1696094455232,20
1696094456232,1
1696094457232,22
1696094458232,1
1696094459232,1
1696094460232,25
1696094461232,1
1696094462232,1
1696094463232,1
1696094464232,1
1696094465232,1
1696094466232,23
1696094467232,1
1696094468232,2
1696094469232,2
1696094470232,11
1696094471232,1
1696094472232,1
1696094473232,20
1696094474232,0
1696094475232,1
1696094476232,1
1696094477232,6
1696094478232,2
1696094479232,1
1696094480232,1
1696094481232,1
1696094482232,2
1696094483232,0
1696094484232,2
1696094485232,1
1696094486232,1
1696094487232,27
1696094488232,6
1696094489232,1
1696094490232,1
1696094491232,29
1696094492232,1
1696094493232,1
1696094494232,4
1696094495232,2
1696094496232,2
1696094497232,1
1696094498232,1
1696094499232,24
1696094500232,8
1696094501232,1
1696094502232,1
1696094503232,1
1696094504232,1
1696094505232,3
1696094506232,1
1696094507232,2
1696094508232,2
1696094509232,1
1696094510232,1
1696094511232,1
1696094512232,15
1696094513232,2
1696094514232,1
1696094515232,1
1696094516232,25
1696094517232,2
1696094518232,1
1696094519232,1
1696094520232,28
1696094521232,0
1696094522232,1
1696094523232,1
1696094524232,10
1696094525232,2
1696094526232,1
1696094527232,1
1696094528232,1
1696094529232,2
1696094530232,1
1696094531232,1
1696094532232,1
1696094533232,17
1696094534232,1
1696094535232,1
1696094536232,1
1696094537232,1
1696094538232,2
1696094539232,10
1696094540232,1
1696094541232,4
1696094542232,7
1696094543232,7
1696094544232,1
1696094545232,1
1696094546232,1
1696094547232,1
1696094548232,26
1696094549232,20
1696094550232,2
1696094551232,2
1696094552232,9
1696094553232,1
1696094554232,1
1696094555232,29
1696094556232,2
1696094557232,1
1696094558232,1
1696094559232,2
1696094560232,27
1696094561232,1
1696094562232,1
1696094563232,2
1696094564232,26
1696094565232,1
1696094566232,1
1696094567232,1
1696094568232,1
1696094569232,2
1696094570232,1
1696094571232,1
1696094572232,26
1696094573232,2
1696094574232,1
1696094575232,1
1696094576232,16
1696094577232,17
1696094578232,2
1696094579232,1
1696094580232,1
1696094581232,21
1696094582232,2
1696094583232,26
1696094584232,0
1696094585232,2
1696094586232,18
1696094587232,1
1696094588232,1
1696094589232,1
1696094590232,1
1696094591232,1
1696094592232,3
1696094593232,0
1696094594232,3
1696094595232,1
1696094596232,1
1696094597232,1
1696094598232,1
1696094599232,25
1696094600232,0
1696094601232,1
1696094602232,1
1696094603232,1
1696094604232,2
1696094605232,1
1696094606232,1
1696094607232,1
1696094608232,1
1696094609232,1
1696094610232,1
1696094611232,1
1696094612232,1
1696094613232,13
1696094614232,1
1696094615232,1
1696094616232,1
1696094617232,12
1696094618232,2
1696094619232,13
1696094620232,2
1696094621232,1
1696094622232,1
1696094623232,1
1696094624232,15
1696094625232,0
1696094626232,3
1696094627232,3
1696094628232,2
1696094629232,1
1696094630232,6
1696094631232,1
1696094632232,26
1696094633232,3
1696094634232,1
1696094635232,2
1696094636232,29
1696094637232,1
1696094638232,1
1696094639232,23
1696094640232,2
1696094641232,14
1696094642232,1
1696094643232,1
1696094644232,26
1696094645232,2
1696094646232,28
1696094647232,1
1696094648232,2
1696094649232,2
1696094650232,24
1696094651232,1
1696094652232,1
1696094653232,22
1696094654232,8
1696094655232,1
1696094656232,1
1696094657232,6
1696094658232,11
1696094659232,1
1696094660232,1
1696094661232,1
1696094662232,1
1696094663232,2
1696094664232,1
1696094665232,1
1696094666232,2
1696094667232,2
1696094668232,2
1696094669232,1
1696094670232,2
1696094671232,2
1696094672232,1
1696094673232,1
1696094674232,15
1696094675232,2
1696094676232,2
1696094677232,1
1696094678232,1
1696094679232,31
1696094680232,1
1696094681232,1
1696094682232,1
1696094683232,1
1696094684232,2
1696094685232,1
1696094686232,1
1696094687232,8
1696094688232,1
1696094689232,1
1696094690232,14
1696094691232,1
1696094692232,1
1696094693232,1
1696094694232,1
1696094695232,23
1696094696232,0
1696094697232,3
1696094698232,3
1696094699232,11
1696094700232,1
1696094701232,2
1696094702232,2
1696094703232,2
1696094704232,0
1696094705232,1
1696094706232,1
1696094707232,17
1696094708232,0
1696094709232,1
1696094710232,1
1696094711232,1
1696094712232,5
1696094713232,0
1696094714232,3
1696094715232,1
1696094716232,1
1696094717232,7
1696094718232,19
1696094719232,1
1696094720232,2
1696094721232,1
1696094722232,1
1696094723232,2
1696094724232,2
1696094725232,0
1696094726232,1
1696094727232,1
1696094728232,19
1696094729232,1
1696094730232,2
1696094731232,27
1696094732232,1
1696094733232,1
1696094734232,1
1696094735232,8
1696094736232,2
1696094737232,1
1696094738232,1
