time,rps
1696093056467,49
1696093057467,49.25
1696093058467,44
1696093059467,46.25
1696093060467,49.25
1696093061467,50.25
1696093062467,48
1696093063467,51
1696093064467,50
1696093065467,49.75
1696093066467,47.25
1696093067467,41
1696093068467,39.25
1696093069467,39
1696093070467,44
1696093071467,46.25
1696093072467,47.75
1696093073467,51.5
1696093074467,55.25
1696093075467,59.5
1696093076467,58.25
1696093077467,53.25
1696093078467,48.5
1696093079467,40.5
1696093080467,37.5
1696093081467,41
1696093082467,40.75
1696093083467,47
1696093084467,48.5
1696093085467,47.75
1696093086467,49.25
1696093087467,45.5
1696093088467,52.5
1696093089467,56.75
1696093090467,57.75
1696093091467,54.75
1696093092467,44
1696093093467,37.25
1696093094467,36.25
1696093095467,39.75
1696093096467,43.5
1696093097467,40.75
1696093098467,38.75
1696093099467,36
1696093100467,39.5
1696093101467,40
1696093102467,44
1696093103467,41.5
1696093104467,43.5
1696093105467,42.5
1696093106467,43.5
1696093107467,44
1696093108467,36.75
1696093109467,37.25
1696093110467,30.5
1696093111467,30.5
1696093112467,35.25
1696093113467,34.5
1696093114467,41.5
1696093115467,46.5
1696093116467,44.25
1696093117467,45.75
1696093118467,39
1696093119467,36
1696093120467,34.25
1696093121467,34.25
1696093122467,32.25
1696093123467,35.5
1696093124467,36.75
1696093125467,48
1696093126467,50.25
1696093127467,47.25
1696093128467,48.5
1696093129467,38.5
1696093130467,42
1696093131467,43.75
1696093132467,45.25
1696093133467,43.75
1696093134467,44
1696093135467,45.75
1696093136467,40.25
1696093137467,42.75
1696093138467,46.75
1696093139467,45.5
1696093140467,48.25
1696093141467,47.25
1696093142467,41.5
1696093143467,40.5
1696093144467,41
1696093145467,39.75
1696093146467,37.75
1696093147467,34.75
1696093148467,38
1696093149467,37.75
1696093150467,41.5
1696093151467,44.25
1696093152467,42.5
1696093153467,45
1696093154467,41.25
1696093155467,41.5
1696093156467,46.25
1696093157467,48
1696093158467,47.5
1696093159467,52.5
1696093160467,45
1696093161467,43
1696093162467,45.75
1696093163467,38.75
1696093164467,40.5
1696093165467,45.25
1696093166467,39.75
1696093167467,41.25
1696093168467,40.5
1696093169467,33.25
1696093170467,35.75
1696093171467,33.5
1696093172467,28
1696093173467,29.75
1696093174467,29.25
1696093175467,32.25
1696093176467,36.75
1696093177467,39
1696093178467,42.75
1696093179467,42.5
1696093180467,44
1696093181467,39.25
1696093182467,40
1696093183467,39.75
1696093184467,38.5
1696093185467,42
1696093186467,39.75
1696093187467,45.25
1696093188467,43.75
1696093189467,43.25
1696093190467,44.5
1696093191467,41.25
1696093192467,43.25
1696093193467,42.25
1696093194467,38.5
1696093195467,32.5
1696093196467,38.75
1696093197467,40.5
1696093198467,48.5
1696093199467,52
1696093200467,45.5
1696093201467,50
1696093202467,51
1696093203467,52
1696093204467,51.75
1696093205467,47.5
1696093206467,40
1696093207467,40.5
1696093208467,45.25
1696093209467,41
1696093210467,40.5
1696093211467,39
1696093212467,32.5
1696093213467,33.75
1696093214467,40
1696093215467,42.5
1696093216467,39.25
1696093217467,40.25
1696093218467,36
1696093219467,37
1696093220467,43.75
1696093221467,46.5
1696093222467,44.75
1696093223467,37
1696093224467,35.25
1696093225467,38.75
1696093226467,41
1696093227467,46
1696093228467,46.25
1696093229467,36.25
1696093230467,31.5
1696093231467,25
1696093232467,26.25
1696093233467,34
1696093234467,38
1696093235467,38.5
1696093236467,36.25
1696093237467,33.75
1696093238467,35.5
1696093239467,39.75
1696093240467,39.25
1696093241467,42.5
1696093242467,44.25
1696093243467,46
1696093244467,45.25
1696093245467,46
1696093246467,39.75
1696093247467,37.75
1696093248467,41.25
1696093249467,36.5
1696093250467,46.5
1696093251467,48
1696093252467,47.25
1696093253467,45.75
1696093254467,38.75
1696093255467,39.5
1696093256467,38.5
1696093257467,39.25
1696093258467,33.75
1696093259467,32.25
1696093260467,35
1696093261467,36.25
1696093262467,45.25
1696093263467,42.25
1696093264467,38.5
1696093265467,39.5
1696093266467,33.25
1696093267467,36.25
1696093268467,36
1696093269467,34
1696093270467,34.5
1696093271467,34.5
1696093272467,38.25
1696093273467,41
1696093274467,45.5
1696093275467,49
1696093276467,50
1696093277467,47.5
1696093278467,48.5
1696093279467,43
1696093280467,42.5
1696093281467,46.25
1696093282467,44.25
1696093283467,47.75
1696093284467,47.5
1696093285467,44.75
1696093286467,48.5
1696093287467,47
1696093288467,49
1696093289467,47.75
1696093290467,35.5
1696093291467,38.5
1696093292467,34
1696093293467,34
1696093294467,41
1696093295467,42.75
1696093296467,46.75
1696093297467,52
1696093298467,55
1696093299467,50.75
1696093300467,49.5
1696093301467,46.25
1696093302467,41.5
1696093303467,43.5
1696093304467,42.75
1696093305467,42
1696093306467,44.75
1696093307467,47
1696093308467,48.5
1696093309467,46.75
1696093310467,47
1696093311467,41.5
1696093312467,42.5
1696093313467,44
1696093314467,42
1696093315467,45.5
1696093316467,40.5
1696093317467,47
1696093318467,52
1696093319467,50.75
1696093320467,52.75
1696093321467,45.5
1696093322467,44
1696093323467,40.25
1696093324467,42.75
1696093325467,48.75
1696093326467,45.75
1696093327467,52.25
1696093328467,52.25
1696093329467,45
1696093330467,50.5
1696093331467,49
1696093332467,45.75
1696093333467,50.75
1696093334467,49.25
1696093335467,48
1696093336467,49.25
1696093337467,44.5
1696093338467,39.25
1696093339467,38.25
1696093340467,37.25
1696093341467,41
1696093342467,42.5
1696093343467,45.5
1696093344467,50
1696093345467,51.25
1696093346467,51.5
1696093347467,49.75
1696093348467,49.5
1696093349467,42.5
1696093350467,42.5
1696093351467,51
