time,rps
1696094789443,30.5
1696094790443,20.25
1696094791443,30.25
1696094792443,29
1696094793443,20.25
1696094794443,27.25
1696094795443,22
1696094796443,21.75
1696094797443,20.75
1696094798443,23.25
1696094799443,28.75
1696094800443,20.25
1696094801443,29.75
1696094802443,30.5
1696094803443,20.25
1696094804443,30.25
1696094805443,27.75
1696094806443,20.25
1696094807443,26.75
1696094808443,21.5
1696094809443,23
1696094810443,20.5
1696094811443,23.75
1696094812443,29.25
1696094813443,20.25
1696094814443,30
1696094815443,30.5
1696094816443,20.25
1696094817443,30.25
1696094818443,27.75
1696094819443,20.25
1696094820443,27
1696094821443,22
1696094822443,23
1696094823443,21
1696094824443,23.5
1696094825443,28.75
1696094826443,20.25
1696094827443,29.5
1696094828443,30.5
1696094829443,20.25
1696094830443,30.25
1696094831443,28
1696094832443,20.25
1696094833443,27
1696094834443,21.75
1696094835443,22.75
1696094836443,21
1696094837443,23.5
1696094838443,29
1696094839443,20.25
1696094840443,29.5
1696094841443,30.5
1696094842443,20.25
1696094843443,30.25
1696094844443,28.5
1696094845443,20.25
1696094846443,27.75
1696094847443,22.5
1696094848443,22.25
1696094849443,21.5
1696094850443,22.75
1696094851443,28.25
1696094852443,20.25
1696094853443,29
1696094854443,30.5
1696094855443,20.25
1696094856443,30.25
1696094857443,28.75
1696094858443,20.25
1696094859443,27.25
1696094860443,22.25
1696094861443,22
1696094862443,21.5
1696094863443,23.25
1696094864443,28.5
1696094865443,20.25
1696094866443,29
1696094867443,30.5
1696094868443,20.25
1696094869443,30.25
1696094870443,28.75
1696094871443,20.25
1696094872443,27.75
1696094873443,22.5
1696094874443,22
1696094875443,21.25
1696094876443,22.75
1696094877443,28.25
1696094878443,20.25
1696094879443,29.25
1696094880443,30.5
1696094881443,20.25
1696094882443,30.25
1696094883443,29.25
1696094884443,20.25
1696094885443,28.25
1696094886443,23
1696094887443,21.5
1696094888443,22.25
1696094889443,22.25
1696094890443,27.75
1696094891443,20.25
1696094892443,28.25
1696094893443,30.5
1696094894443,20.25
1696094895443,30.25
1696094896443,28.75
1696094897443,20.25
