time,rps
1696091571431,30.5
1696091572431,24.25
1696091573431,29.75
1696091574431,30.5
1696091575431,26
1696091576431,29.5
1696091577431,29
1696091578431,27.75
1696091579431,29.5
1696091580431,27.25
1696091581431,29.75
1696091582431,29.75
1696091583431,25.5
1696091584431,30.25
1696091585431,29.25
1696091586431,23.5
1696091587431,30.25
1696091588431,30.25
1696091589431,22
1696091590431,30.25
1696091591431,30.5
1696091592431,20.5
1696091593431,30.25
1696091594431,30.5
1696091595431,20.25
1696091596431,30.25
1696091597431,30.5
1696091598431,20.25
