time,rps
1696095136958,30.5
1696095137958,30.5
1696095138958,40.25
1696095139958,36.5
1696095140958,40.25
1696095141958,30.5
1696095142958,30.5
1696095143958,34.25
1696095144958,30.5
1696095145958,40.25
1696095146958,30.5
1696095147958,30.5
1696095148958,30.5
1696095149958,30.5
1696095150958,40.25
1696095151958,40.5
1696095152958,40.25
1696095153958,31
1696095154958,40.5
1696095155958,30.5
1696095156958,30.5
1696095157958,40
1696095158958,30.5
1696095159958,40.25
1696095160958,30.5
1696095161958,40.25
1696095162958,30.5
1696095163958,30.5
1696095164958,40.25
1696095165958,30.5
1696095166958,40.25
1696095167958,30.5
1696095168958,30.5
1696095169958,30.25
1696095170958,30.5
1696095171958,40.25
1696095172958,30.5
1696095173958,40.5
1696095174958,30.5
1696095175958,30.5
1696095176958,40.25
1696095177958,30.5
1696095178958,40.25
1696095179958,30.5
1696095180958,40.5
1696095181958,30.5
1696095182958,30.5
1696095183958,40.5
1696095184958,30
1696095185958,40.25
1696095186958,30.5
1696095187958,33.75
1696095188958,31
1696095189958,30.5
1696095190958,40.5
1696095191958,37
1696095192958,40.25
1696095193958,30.5
1696095194958,40.25
1696095195958,30.5
1696095196958,30.5
1696095197958,40.25
1696095198958,30.5
1696095199958,40.25
1696095200958,30.5
1696095201958,30.5
1696095202958,30.5
1696095203958,30.5
1696095204958,40.5
1696095205958,40.5
1696095206958,40.25
1696095207958,30.5
1696095208958,30.25
1696095209958,30.5
1696095210958,30.5
1696095211958,40.25
1696095212958,40.5
1696095213958,40.25
1696095214958,30.5
1696095215958,40.5
1696095216958,30.5
1696095217958,30.5
1696095218958,40.25
1696095219958,28.75
1696095220958,40.25
1696095221958,30.5
1696095222958,30.5
1696095223958,32.25
1696095224958,30.5
1696095225958,40.25
1696095226958,36.75
1696095227958,40.25
1696095228958,30.5
1696095229958,30.5
1696095230958,34
1696095231958,30.5
1696095232958,40.25
1696095233958,32.5
1696095234958,40.5
1696095235958,30.5
1696095236958,30.5
1696095237958,38.5
1696095238958,30.5
1696095239958,40.25
1696095240958,40.5
1696095241958,40.25
1696095242958,30.5
1696095243958,40.5
1696095244958,30.5
1696095245958,30.5
1696095246958,40.5
1696095247958,30.5
1696095248958,40.25
1696095249958,33
1696095250958,40.25
1696095251958,30.5
1696095252958,30.5
1696095253958,38
1696095254958,30.5
1696095255958,40.25
1696095256958,34
1696095257958,40.25
1696095258958,30.5
1696095259958,30.5
1696095260958,37
1696095261958,30.5
1696095262958,40.25
1696095263958,40.5
1696095264958,40.25
1696095265958,30.5
1696095266958,30.5
1696095267958,30.5
1696095268958,30.5
1696095269958,40.25
1696095270958,40.5
1696095271958,40.25
1696095272958,30.5
1696095273958,30.5
1696095274958,30.5
1696095275958,30.5
1696095276958,40.25
1696095277958,30.75
1696095278958,40.25
1696095279958,30.5
1696095280958,30.5
1696095281958,40.25
1696095282958,30.5
1696095283958,40.25
1696095284958,39
1696095285958,40.25
1696095286958,30.5
1696095287958,30.5
1696095288958,32
1696095289958,30.5
1696095290958,40.25
1696095291958,39.5
1696095292958,40.25
1696095293958,30.5
1696095294958,30.5
1696095295958,31.5
1696095296958,30.5
1696095297958,40.25
1696095298958,35
1696095299958,40.25
1696095300958,30.5
1696095301958,30.5
1696095302958,36
1696095303958,30.5
1696095304958,40.25
1696095305958,31.75
1696095306958,40.25
1696095307958,30.5
1696095308958,40.5
1696095309958,39.25
1696095310958,30.5
1696095311958,40.25
1696095312958,30.5
1696095313958,40.25
1696095314958,30.5
1696095315958,40.5
1696095316958,30.5
1696095317958,30.5
1696095318958,40.5
1696095319958,30.5
1696095320958,40.25
1696095321958,32.25
1696095322958,40.25
1696095323958,30.5
1696095324958,40.5
1696095325958,38.75
1696095326958,30.5
1696095327958,40.5
1696095328958,30.5
1696095329958,40.25
1696095330958,30.5
1696095331958,30.25
1696095332958,30.5
1696095333958,30.5
1696095334958,40.25
1696095335958,40
1696095336958,40.25
1696095337958,30.5
1696095338958,30.5
1696095339958,31
1696095340958,30.5
1696095341958,40.25
1696095342958,40.5
1696095343958,40.25
1696095344958,30.5
1696095345958,40.5
1696095346958,30.5
1696095347958,30.5
1696095348958,40.25
1696095349958,30.5
1696095350958,40.25
1696095351958,32.75
1696095352958,40.5
1696095353958,30.5
1696095354958,30.5
1696095355958,38.25
1696095356958,30.5
1696095357958,40.25
1696095358958,30.75
1696095359958,40.25
1696095360958,30.5
1696095361958,30.5
1696095362958,40.25
1696095363958,30.5
1696095364958,40.25
1696095365958,40
1696095366958,40.25
1696095367958,30.5
1696095368958,30.5
1696095369958,31
1696095370958,30.5
1696095371958,40.25
1696095372958,39.25
1696095373958,40.25
1696095374958,30.5
1696095375958,30.5
1696095376958,31.75
1696095377958,30.5
1696095378958,40.25
1696095379958,40.5
1696095380958,40.25
1696095381958,30.5
1696095382958,40.5
1696095383958,30.5
1696095384958,30.5
1696095385958,40.5
1696095386958,30.5
1696095387958,40.25
