time,rps
1696187464630,193
1696187465630,196.5
1696187466630,198.25
1696187467630,194.5
1696187468630,196.25
1696187469630,195
1696187470630,197.25
1696187471630,206.25
1696187472630,206
1696187473630,201.5
1696187474630,191
1696187475630,158.5
1696187476630,117
1696187477630,82.75
1696187478630,51.25
1696187479630,37.75
1696187480630,39.5
1696187481630,38.25
1696187482630,37.25
1696187483630,36.5
1696187484630,34.5
1696187485630,35.5
1696187486630,36.75
1696187487630,38.25
1696187488630,39
1696187489630,39.5
1696187490630,40
1696187491630,39.25
1696187492630,40.75
1696187493630,40.75
1696187494630,40
1696187495630,46
1696187496630,43.75
1696187497630,45.25
1696187498630,48.25
1696187499630,44.75
1696187500630,46
1696187501630,45.25
1696187502630,41
1696187503630,40
1696187504630,41
1696187505630,41
1696187506630,41.75
1696187507630,42.25
1696187508630,40.25
1696187509630,39
1696187510630,40
1696187511630,38
1696187512630,42.5
1696187513630,43
1696187514630,44.25
1696187515630,46
1696187516630,45
1696187517630,43.75
1696187518630,41.25
1696187519630,41.25
1696187520630,39.5
1696187521630,41.5
1696187522630,44.25
1696187523630,43.75
1696187524630,43.25
1696187525630,41.25
1696187526630,39.25
1696187527630,37.25
1696187528630,40.5
1696187529630,39.75
1696187530630,42.25
1696187531630,42.5
1696187532630,41.5
1696187533630,41
1696187534630,40.25
1696187535630,43.75
1696187536630,41
1696187537630,43.5
1696187538630,42.25
1696187539630,40.5
1696187540630,40.75
1696187541630,40.75
1696187542630,41.25
1696187543630,41.25
1696187544630,41.25
1696187545630,40.75
1696187546630,38.75
1696187547630,39.5
1696187548630,40
1696187549630,39
1696187550630,41
1696187551630,39.75
1696187552630,38.75
1696187553630,39.75
1696187554630,39.5
1696187555630,38.75
1696187556630,40.75
1696187557630,41
1696187558630,40
1696187559630,41.5
1696187560630,38
1696187561630,35
1696187562630,33.75
1696187563630,33.25
1696187564630,35.5
1696187565630,37.5
1696187566630,38.75
1696187567630,40
1696187568630,40.5
1696187569630,40.5
1696187570630,39.5
1696187571630,39.75
1696187572630,39.75
1696187573630,39.25
1696187574630,41
1696187575630,40.25
1696187576630,40.25
1696187577630,41.5
1696187578630,41
1696187579630,39
1696187580630,40.75
1696187581630,41.25
1696187582630,41.25
1696187583630,43.5
1696187584630,40.75
1696187585630,40.75
1696187586630,41.25
1696187587630,41.25
1696187588630,42.5
1696187589630,42.5
1696187590630,43.5
1696187591630,42.75
1696187592630,42.25
1696187593630,39.5
1696187594630,38
1696187595630,38.5
1696187596630,37.25
1696187597630,40
1696187598630,40.5
1696187599630,39.75
1696187600630,40.75
1696187601630,41.25
1696187602630,47.25
1696187603630,47
1696187604630,44.75
1696187605630,47.5
1696187606630,43
1696187607630,41.5
1696187608630,44.75
1696187609630,41.5
1696187610630,38.5
1696187611630,40.75
1696187612630,39
1696187613630,41
1696187614630,42.5
1696187615630,42
1696187616630,43.25
1696187617630,41
1696187618630,40.25
1696187619630,40.75
1696187620630,40
1696187621630,40.75
1696187622630,41
1696187623630,40.5
1696187624630,42.25
1696187625630,41.75
1696187626630,45.25
1696187627630,42
1696187628630,44.25
1696187629630,44.5
1696187630630,40
1696187631630,42
1696187632630,36.75
1696187633630,35.5
1696187634630,39.75
1696187635630,43
1696187636630,45
1696187637630,42
1696187638630,43
1696187639630,41
1696187640630,40.5
1696187641630,43.25
1696187642630,41
1696187643630,41
1696187644630,37.75
1696187645630,37.25
1696187646630,36.25
1696187647630,35.5
1696187648630,40
1696187649630,47
1696187650630,44.25
1696187651630,45.75
1696187652630,46
1696187653630,39.5
1696187654630,40.5
1696187655630,41.5
1696187656630,40
1696187657630,41
1696187658630,41.25
1696187659630,41
1696187660630,42
1696187661630,42.5
1696187662630,42.5
1696187663630,41.25
1696187664630,40.5
1696187665630,39
1696187666630,42.25
1696187667630,43.25
1696187668630,41.75
1696187669630,42.25
1696187670630,39.5
1696187671630,39.75
1696187672630,41
1696187673630,41
1696187674630,41.75
1696187675630,41.75
1696187676630,44.5
1696187677630,44.75
1696187678630,44.75
1696187679630,42
1696187680630,38
1696187681630,39.5
1696187682630,35.5
1696187683630,37
1696187684630,38.25
1696187685630,40
1696187686630,46.25
1696187687630,43
1696187688630,44.5
1696187689630,43
1696187690630,34.5
1696187691630,38.75
1696187692630,38
1696187693630,38.25
1696187694630,48.25
1696187695630,44.25
1696187696630,46.75
1696187697630,42.75
1696187698630,38.5
1696187699630,42
1696187700630,39.25
1696187701630,43.75
1696187702630,44
1696187703630,43.5
1696187704630,44
1696187705630,39.75
1696187706630,40.25
1696187707630,40.25
1696187708630,38.25
1696187709630,40.75
1696187710630,38.5
1696187711630,39.25
1696187712630,39.75
1696187713630,40.75
1696187714630,42.5
1696187715630,44
1696187716630,43.5
1696187717630,42.25
1696187718630,42
1696187719630,39.5
1696187720630,41.75
1696187721630,40.75
1696187722630,41
1696187723630,41.75
1696187724630,41.75
1696187725630,43
1696187726630,40.75
1696187727630,39.75
1696187728630,39.25
1696187729630,37
1696187730630,39.75
1696187731630,39.75
1696187732630,40
1696187733630,42
1696187734630,41.25
1696187735630,42
1696187736630,40.25
1696187737630,38.75
1696187738630,38.75
1696187739630,36.75
1696187740630,36.5
1696187741630,40.25
1696187742630,41
1696187743630,41
1696187744630,43.25
1696187745630,39.75
1696187746630,39.75
1696187747630,40.75
1696187748630,40.75
1696187749630,42
1696187750630,42
1696187751630,43
1696187752630,41.75
1696187753630,41.75
1696187754630,41
1696187755630,40.5
1696187756630,40
1696187757630,40.25
1696187758630,40
1696187759630,40
