time,rps
1696191433420,67.25
1696191434420,72.5
1696191435420,78.75
1696191436420,83.5
1696191437420,89.75
1696191438420,84.5
1696191439420,86.25
1696191440420,86
1696191441420,81
1696191442420,84.25
1696191443420,84.5
1696191444420,78.5
1696191445420,80.25
1696191446420,85.02125531382845
1696191447420,84
1696191448420,78.75
1696191449420,70.75
1696191450420,56.98575356160959
1696191451420,43.5
1696191452420,45.5
1696191453420,40.75
1696191454420,41.5
1696191455420,42
1696191456420,42.5
1696191457420,43.75
1696191458420,41
1696191459420,44.5
1696191460420,42.5
1696191461420,42.5
1696191462420,41.5
1696191463420,42.75
1696191464420,47.25
1696191465420,41.5
1696191466420,43
1696191467420,42.75
1696191468420,32.5
1696191469420,37.5
1696191470420,39.5
1696191471420,38
1696191472420,42.75
1696191473420,42.75
1696191474420,46.5
1696191475420,44.5
1696191476420,44.25
1696191477420,39.25
1696191478420,36.25
1696191479420,38.5
1696191480420,42.760690172543136
1696191481420,49.25
1696191482420,49
1696191483420,45.75
1696191484420,39.49012746813296
1696191485420,36.75
1696191486420,32
1696191487420,38
1696191488420,37
1696191489420,38.25
1696191490420,44.5
1696191491420,33.75
1696191492420,37.5
1696191493420,38.5
1696191494420,38
1696191495420,46.5
1696191496420,48
1696191497420,51.5
1696191498420,51.75
1696191499420,51.5
1696191500420,48.25
1696191501420,45.75
1696191502420,44.5
1696191503420,40
1696191504420,46.75
1696191505420,45.5
1696191506420,52.5
1696191507420,54.25
1696191508420,50
1696191509420,49
1696191510420,42.25
1696191511420,40.25
1696191512420,39.75
1696191513420,40.75
1696191514420,39
1696191515420,43.25
1696191516420,42.25
1696191517420,42.75
1696191518420,42
1696191519420,40.75
1696191520420,40.25
1696191521420,45.25
1696191522420,46.5
1696191523420,48.75
1696191524420,54.25
1696191525420,52.75
1696191526420,58.75
1696191527420,52.25
1696191528420,46.25
1696191529420,42.25
1696191530420,36.5
1696191531420,43.5
1696191532420,42.25
1696191533420,40.5
1696191534420,41.5
1696191535420,35
1696191536420,34.75
1696191537420,36.75
1696191538420,34.75
1696191539420,36.25
1696191540420,45
1696191541420,43.5
1696191542420,49.5
1696191543420,47.25
1696191544420,45.75
1696191545420,41.75
1696191546420,38.25
1696191547420,46
1696191548420,40.5
1696191549420,49
1696191550420,46.75
1696191551420,45
1696191552420,44
1696191553420,41.5
1696191554420,49
1696191555420,50.25
1696191556420,52.5
1696191557420,53.5
1696191558420,51.5
1696191559420,60.5
1696191560420,66.5
1696191561420,64
1696191562420,63.25
1696191563420,59
1696191564420,62.25
1696191565420,69.75
1696191566420,67.25
1696191567420,59.75
1696191568420,49.75
1696191569420,43
1696191570420,40
1696191571420,39.75
1696191572420,38.5
1696191573420,39.25
1696191574420,45.25
1696191575420,54.25
1696191576420,63.25
1696191577420,64.75
1696191578420,75.25
1696191579420,69.25
1696191580420,64
1696191581420,74.25
1696191582420,64.25
1696191583420,70
1696191584420,79.5
1696191585420,73.75
1696191586420,74.25
1696191587420,75
1696191588420,67.5
1696191589420,64.5
1696191590420,66.5
1696191591420,60.25
1696191592420,66.75
1696191593420,70.75
1696191594420,71.75
1696191595420,78.5
1696191596420,76.75
1696191597420,64
1696191598420,52.5
1696191599420,58.5
1696191600420,56.25
1696191601420,73.75
1696191602420,83.25
1696191603420,77.5
1696191604420,76.25
1696191605420,72.5
1696191606420,74.75
1696191607420,71.75
1696191608420,76
1696191609420,72.25
1696191610420,70.25
1696191611420,68.25
1696191612420,68
1696191613420,69.5
1696191614420,70.75
1696191615420,70
1696191616420,69.01725431357839
1696191617420,64.5
1696191618420,71.25
1696191619420,73.75
1696191620420,64.73381654586352
1696191621420,74
1696191622420,67.75
1696191623420,75
1696191624420,80.75
1696191625420,83
1696191626420,75.5
1696191627420,69.25
1696191628420,67.25
1696191629420,53.5
1696191630420,67
1696191631420,64.75
1696191632420,71.5
1696191633420,81
1696191634420,77
1696191635420,80.77019254813703
1696191636420,80
1696191637420,74.75
1696191638420,62.75
1696191639420,58.235441139715064
1696191640420,60.5
1696191641420,56.75
1696191642420,67.25
1696191643420,68
1696191644420,59.25
1696191645420,62
1696191646420,51.75
1696191647420,45.75
1696191648420,41
1696191649420,38.25
1696191650420,37.25
1696191651420,41.25
1696191652420,46
1696191653420,45.5
1696191654420,52.75
1696191655420,58.25
1696191656420,57
1696191657420,62.25
1696191658420,52.75
1696191659420,43.5
1696191660420,46.5
1696191661420,42
1696191662420,42.5
1696191663420,42.75
1696191664420,36.75
1696191665420,34.75
1696191666420,40.5
1696191667420,38.25
1696191668420,42
1696191669420,47.25
1696191670420,46.25
1696191671420,52.5
1696191672420,48.5
1696191673420,47.5
1696191674420,51.25
1696191675420,46
1696191676420,45.5
1696191677420,40.5
1696191678420,34.75
1696191679420,43.25
1696191680420,44
1696191681420,52.75
1696191682420,57.75
1696191683420,60.5
1696191684420,74.25
1696191685420,82
1696191686420,85.5
1696191687420,86
1696191688420,78.25
1696191689420,76.75
1696191690420,84.25
1696191691420,83
1696191692420,85.5
1696191693420,82.75
1696191694420,77.75
1696191695420,78
1696191696420,79.75
1696191697420,73.5
1696191698420,74.25
1696191699420,71.5
1696191700420,68.5
1696191701420,73.5
1696191702420,70.75
1696191703420,67
1696191704420,71.75
1696191705420,69.75
1696191706420,67.5
1696191707420,67.25
1696191708420,59.5
1696191709420,58.5
1696191710420,53.75
1696191711420,51.25
1696191712420,52
1696191713420,56
1696191714420,58.75
1696191715420,63.25
1696191716420,61.25
1696191717420,54
1696191718420,60.5
1696191719420,66
1696191720420,69.25
1696191721420,74.5
1696191722420,72.75
1696191723420,70
1696191724420,71
1696191725420,72.5
1696191726420,74.25
1696191727420,74.25
1696191728420,75.5
